URL,ADR Folders,Number of ADR Files,Names of ADR Folders,Names of ADR Files
https://github.com/guardian/subscribe-with-google.git,1,1,docs/adr,docs/adr/001-google-play-developer-account.md
https://github.com/lcobucci/kafka.git,1,7,docs/architecture-decisions,docs/architecture-decisions/0003-port-protocol-s-types-from-java-implementation.md| docs/architecture-decisions/0002-require-php-7-2-64-bit.md| docs/architecture-decisions/0006-require-php-7-3.md| docs/architecture-decisions/0004-use-arrays-for-mapping-schema.md| docs/architecture-decisions/0007-require-latest-stable-php-version.md| docs/architecture-decisions/0005-require-kafka-v0-11.md| docs/architecture-decisions/0001-record-architecture-decisions.md
https://github.com/open-education-polito/fare-platform.git,1,5,docs/architecture/decisions,docs/architecture/decisions/0003-delete-of-a-record-database-tables.md| docs/architecture/decisions/0004-log-messages.md| docs/architecture/decisions/0002-permission-crud-operations-on-records-config.md| docs/architecture/decisions/0005-deploy-strategy.md| docs/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/fork-handles/forkhandles.git,1,3,docs/adr,docs/adr/0002-monorepo-and-bom.md| docs/adr/0003-timesource-is-a-zero-arg-function-returning-instant.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/microfrontends-compendium/main.git,1,1,ADR,ADR/01-referenced-projects.md
https://github.com/marain-dotnet/Marain.Instance.git,1,7,docs/adr,docs/adr/0002-services-use-arm-and-aad-indirectly-through-common-mechanisms.md| docs/adr/0004-powershell-core-6-deployment-scripts.md| docs/adr/0007-azure-pipeline-security-model.md| docs/adr/0003-shared-application-insights.md| docs/adr/0005-multitenancy-approach-for-marain.md| docs/adr/0006-process-for-onboarding-new-tenants.md| docs/adr/0001-marain-service-list-and-instance-manifests.md
https://github.com/celestiaorg/optimint.git,1,7,docs/lazy-adr,docs/lazy-adr/adr-001-node-interface.md| docs/lazy-adr/adr-007-header-commit-to-shares.md| docs/lazy-adr/adr-003-peer-discovery.md| docs/lazy-adr/adr-004-core-types.md| docs/lazy-adr/adr-005-serialization.md| docs/lazy-adr/adr-002-mempool.md| docs/lazy-adr/adr-006-da-interface.md
https://github.com/hmcts/draft-store.git,1,1,doc/arch,doc/arch/adr-001-only-128-bit-encryption.md
https://github.com/liatrio/backstage-internal.git,1,11,docs/architecture-decisions,docs/architecture-decisions/adr004-module-export-structure.md| docs/architecture-decisions/adr005-catalog-core-entities.md| docs/architecture-decisions/adr001-add-adr-log.md| docs/architecture-decisions/adr003-avoid-default-exports.md| docs/architecture-decisions/adr009-entity-references.md| docs/architecture-decisions/adr008-default-catalog-file-name.md| docs/architecture-decisions/adr007-use-msw-to-mock-service-requests.md| docs/architecture-decisions/adr010-luxon-date-library.md| docs/architecture-decisions/adr002-default-catalog-file-format.md| docs/architecture-decisions/adr006-avoid-react-fc.md| docs/architecture-decisions/adr011-plugin-package-structure.md
https://github.com/TerriaJS/RaPPMap.git,1,2,architecture,architecture/0000-record-architecture-decisions.md| architecture/0001-npm-lockfiles.md
https://github.com/publichealthengland/talktofrank-beta.git,1,3,doc/architecture/decisions,doc/architecture/decisions/0003-site-wide-cms-configuration.md| doc/architecture/decisions/0002-content-syndication.md| doc/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/Wojcirej/toc-poc.git,1,4,doc/architecture_decision_log,doc/architecture_decision_log/1577576739261_infrastructure_choice_for_deployment.md| doc/architecture_decision_log/1577574698834_architecture_choice_for_template_generation.md| doc/architecture_decision_log/1577570614084_document_each_decision_in_standarised_way.md| doc/architecture_decision_log/1577573517559_language_choice.md
https://github.com/adaptris/interlok.git,1,12,docs/adr,docs/adr/0006-workflow-callback.md| docs/adr/0008-restful-failed-message-retrier.md| docs/adr/0007-jetty-failsafe.md| docs/adr/0003-deprecate-dynamicservicelocator.md| docs/adr/0009-mutable-messages.md| docs/adr/0005-remove-produce-destination.md| docs/adr/0001-add-messagelogger-interface.md| docs/adr/0010-apply-config-reconnect-loop.md| docs/adr/0002-add-default-implementations-to-componentlifecycle.md| docs/adr/0004-remove-jndi-bindable-lookup-name.md| docs/adr/0011-annotation-aware-lifecycle.md| docs/adr/0000-use-markdown-architectural-decision-records.md
https://github.com/SparksNetwork/sparks-frontend.git,1,1,src/drivers/firebase-authentication/adrs,src/drivers/firebase-authentication/adrs/adr-001-authentication-driver-source-type.md
https://github.com/kiwicom/the-zoo.git,1,7,adr,adr/0004-graphql-api.md| adr/0003-save-adrs-into-adr-dir.md| adr/0007-conventional-commits.md| adr/0005-semantic-ui.md| adr/0006-fomantic-ui.md| adr/0002-use-black-code-formatter.md| adr/0001-record-architecture-decisions.md
https://github.com/commonality/archetypes-rules.git,1,2,docs/adr,docs/adr/adr-0002-architecture-decision-record-modular-design.md| docs/adr/adr-0001-architecture-decision-record-use-adrs.md
https://github.com/bbc/http-transport.git,1,2,docs/architecture,docs/architecture/adr-001-http-transport.md| docs/architecture/adr-002-middleware.md
https://github.com/mozilla/glam.git,1,4,docs/adr,docs/adr/0000-use-madr.md| docs/adr/0003-file-based-data.md| docs/adr/0002-data-exploration.md| docs/adr/0001-auth-via-nginx.md
https://github.com/alphagov/datagovuk_publish.git,1,2,docs/adr,docs/adr/0001-licences.md| docs/adr/0002-signon.md
https://github.com/Amsterdam/data-verkenner.git,1,5,docs/adr,docs/adr/002-proxy-for-requests-in-tests.md| docs/adr/000-historic-decisions.md| docs/adr/003-keycloak-implementation.md| docs/adr/001-graphql-server.md| docs/adr/004-feature-toggles.md
https://github.com/ONSdigital/sdc.git,1,2,doc/architecture/decisions,doc/architecture/decisions/godaddy-structured-json-logging-java.md| doc/architecture/decisions/replace-CTPException-with-runtime-exceptions.md
https://github.com/qiskit-community/qiskit-vscode.git,1,4,docs/architecture,docs/architecture/ADR-003.md| docs/architecture/ADR-002.md| docs/architecture/ADR-001.md| docs/architecture/ADR-004.md
https://github.com/miquecg/heroes-board-game.git,1,4,docs/adr,docs/adr/0001-temporary-heroes.md| docs/adr/0003-broadcast-messages.md| docs/adr/0000-decouple-game-from-web-server.md| docs/adr/0002-tests-definition-and-scope.md
https://github.com/CSCfi/rems.git,1,18,docs/architecture,docs/architecture/007-browser-support.md| docs/architecture/006-authentication.md| docs/architecture/018-ega-integration.md| docs/architecture/003-namespaced-keywords.md| docs/architecture/014-userids.md| docs/architecture/010-transactions.md| docs/architecture/002-event-side-effects.md| docs/architecture/015-accessibility.md| docs/architecture/001-event-and-api-versioning.md| docs/architecture/013-event-design.md| docs/architecture/008-custom-workflows.md| docs/architecture/009-review-and-form-model.md| docs/architecture/004-reframe-style.md| docs/architecture/017-applicant-ux.md| docs/architecture/012-layers.md| docs/architecture/005-admin-api.md| docs/architecture/016-database-time.md| docs/architecture/011-api-key-access-control.md
https://github.com/nhsuk/mental-health-service-finder.git,1,11,doc/adr,doc/adr/0001-record-architecture-decision-records.md| doc/adr/0006-use-local-data-for-west-hampshire-ccg.md| doc/adr/0004-use-local-data-for-redbridge-and-north-cumbria-ccgs.md| doc/adr/0010-use-nhsuk-frontend-library.md| doc/adr/0005-use-local-data-for-tower-hamlets-ccg.md| doc/adr/0007-use-service-specific-contact-details.md| doc/adr/0011-use-nhsuk-header-and-footer-api.md| doc/adr/0002-use-express-web-framework.md| doc/adr/0003-do-not-use-azure-search-service-highlighting.md| doc/adr/0008-do-not-use-local-data-for-ccgs.md| doc/adr/0009-add-service-search-to-site-root.md
https://github.com/GenerousLabs/share.git,1,3,adrs,adrs/2020-11-01_adrs.md| adrs/2020-11-26_redux-saga.md| adrs/2020-12-07_saga-composition.md
https://github.com/byu-oit/core-admissions-architecture.git,1,3,doc/architecture/adr,doc/architecture/adr/0003-use-cashnet-for-application-payment-processing.md| doc/architecture/adr/0002-segregation-of-data-between-ces-profile-and-core-admissions.md| doc/architecture/adr/0001-record-architecture-decisions.md
https://github.com/buildit/bookit-api.git,1,10,docs/architecture/decisions,docs/architecture/decisions/0003-use-junit-for-tests-instead-of-spek.md| docs/architecture/decisions/0009-use-jpa.md| docs/architecture/decisions/0007-use-pac4j-to-validate-tokens.md| docs/architecture/decisions/0002-version-api-via-uri-path.md| docs/architecture/decisions/0008-database.md| docs/architecture/decisions/0005-use-id-token-from-microsoft-as-bearer-token.md| docs/architecture/decisions/0006-use-okta-as-identity-provider.md| docs/architecture/decisions/0001-record-architecture-decisions.md| docs/architecture/decisions/0004-security.md| docs/architecture/decisions/0010-jpa-manages-schema.md
https://github.com/ThaiProgrammer/tech-events-calendar.git,1,2,docs/architecture/decisions,docs/architecture/decisions/0002-store-event-data-as-markdown-files-with-yaml-front-matter.md| docs/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/PakkuDon/SoundCloudVisualizer.git,1,10,doc/architecture/decisions,doc/architecture/decisions/0010-use-jest-and-cypress-for-tests.md| doc/architecture/decisions/0006-use-webpack-to-build-source-code.md| doc/architecture/decisions/0002-manage-client-side-dependencies-using-bower.md| doc/architecture/decisions/0007-use-react.md| doc/architecture/decisions/0005-manage-dependencies-using-yarn.md| doc/architecture/decisions/0003-use-angularjs-1-x.md| doc/architecture/decisions/0004-use-gulp-to-build-source-code.md| doc/architecture/decisions/0008-use-css-modules-to-create-scoped-css-for-components.md| doc/architecture/decisions/0001-record-architecture-decisions.md| doc/architecture/decisions/0009-use-postcss.md
https://github.com/HospitalRun/hospitalrun.git,1,1,docs/adr,docs/adr/redux_to_react_query.md
https://github.com/marain-dotnet/Marain.UserNotifications.git,1,2,docs/adr,docs/adr/0003-delivery-channels-templating.md| docs/adr/0001-high-level-notifications-service-architecture.md
https://github.com/geodocker/geodocker.git,1,1,docs/arch,docs/arch/adr-0001-deployment.md
https://github.com/ksch-workflows/openmrs-java-client.git,1,2,doc/adr,doc/adr/0002-rest-client-for-access-on-the-openmrs-api.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/pulibrary/orcid-client.git,1,2,architecture-decisions,architecture-decisions/0001-document-architecture-decisions.md| architecture-decisions/0002-generated-swagger-models.md
https://github.com/thoth-station/core.git,1,5,docs/adr,docs/adr/0003-decommision-qeb-hwt.md| docs/adr/0002-release-policy.md| docs/adr/0004-naming-convention-images.md| docs/adr/0001-use-gpl3-as-license.md| docs/adr/0000-use-markdown-architectural-decision-records.md
https://github.com/raster-foundry/granary.git,1,2,docs/architecture,docs/architecture/0002-api-documentation.md| docs/architecture/0001-app-setup-and-goals.md
https://github.com/thomvaill/log4brains.git,1,9,docs/adr,docs/adr/20200925-use-prettier-eslint-airbnb-for-the-code-style.md| docs/adr/20201026-the-core-api-is-responsible-for-enhancing-the-adr-markdown-body-with-mdx.md| docs/adr/20210113-distribute-log4brains-as-a-global-npm-package.md| docs/adr/20200925-multi-packages-architecture-in-a-monorepo-with-yarn-and-lerna.md| docs/adr/20201016-use-the-adr-slug-as-its-unique-id.md| docs/adr/20200927-avoid-default-exports.md| docs/adr/20201103-use-lunr-for-search.md| docs/adr/20200926-use-the-adr-number-as-its-unique-id.md| docs/adr/20200924-use-markdown-architectural-decision-records.md
https://github.com/jbuget/nodejs-clean-architecture-app.git,1,1,doc/adr,doc/adr/0001-add-service-locator.md
https://github.com/ruffythepirate/spin-archetype-base.git,1,2,doc/adr,doc/adr/0002-unified-terminology.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/ministryofjustice/opg-data-deputy-reporting.git,1,3,docs/architecture/decisions,docs/architecture/decisions/0003-resubmitted-reports.md| docs/architecture/decisions/0002-reports-unique-reference.md| docs/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/nhsuk/pomi-data-etl.git,1,2,doc/adr,doc/adr/0002-store-etl-output-in-the-cloud.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/nhsuk/pharmacy-data-etl.git,1,6,doc/adr,doc/adr/0005-refresh-data-on-major-version-change.md| doc/adr/0002-store-etl-output-in-the-cloud.md| doc/adr/0004-make-etl-re-entrant.md| doc/adr/0003-generate-file-containing-organisation-data.md| doc/adr/0006-full-nightly-scrape.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/ijmccallum/life-dashboard.git,1,7,docs/arch decisions,docs/arch decisions/20200307 yarn workspaces.md| docs/arch decisions/20191026 arch.md| docs/arch decisions/20191017 Language.md| docs/arch decisions/20191123 tech revisit.md| docs/arch decisions/20191028 api spec.md| docs/arch decisions/20191111 electron builder.md| docs/arch decisions/20191019 GUI lib.md
https://github.com/lean-engineering-book/old-web-frontend.git,1,3,docs/adr,docs/adr/0001-use-react-with-typescript.md| docs/adr/0002-use-aws-s3-as-host-solution.md| docs/adr/0000-use-markdown-architectural-decision-records.md
https://github.com/esantanche/webwritertechandhumanity.com.git,1,2,adr,adr/0002-how-to-implement-special-pages.md| adr/0001-record-architecture-decisions.md
https://github.com/HHS/Head-Start-TTADP.git,1,15,docs/adr,docs/adr/0012-malware-scanning.md| docs/adr/0004-application-logging.md| docs/adr/0008-api-documentation.md| docs/adr/0010-bdd-testing.md| docs/adr/0009-security-scans.md| docs/adr/0011-monitoring.md| docs/adr/0015-external-facing-api-design-and-implementation.md| docs/adr/0014-web-analytics.md| docs/adr/0003-configuration-by-environment-variable.md| docs/adr/0013-add-job-queue-and-worker.md| docs/adr/0007-use-plantuml-for-diagrams.md| docs/adr/0006-database.md| docs/adr/0005-hses-oauth2-integration-backend.md| docs/adr/0001-record-architecture-decisions.md| docs/adr/0002-deployment-of-frontend.md
https://github.com/Tripwire/octagon.git,1,3,doc/architecture/decisions,doc/architecture/decisions/0002-components-shall-be-stateless-by-default.md| doc/architecture/decisions/0003-we-test-via-visual-screenshots.md| doc/architecture/decisions/0001-record-architecture-decisions.md
https://github.com/hmcts/send-letter-service.git,1,1,doc/arch/adr,doc/arch/adr/0001-increase-pod-memory-for-oom-error.md
https://github.com/byrdsd/simple_note.git,1,3,doc/adr,doc/adr/0002-use-mongodb.md| doc/adr/0003-use-docker.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/marain-dotnet/Marain.LineOfBusiness.git,1,2,docs/adr,docs/adr/0001-api-design-and-background.md| docs/adr/0002-initial-technical-implementation.md
https://github.com/wmde/wikidata-wikibase-architecture.git,1,7,docs/decisions,docs/decisions/client-repo-split.md| docs/decisions/building-block-diagrams.md| docs/decisions/client-repo-mediawiki.md| docs/decisions/single-concepts-section.md| docs/decisions/single-glossary.md| docs/decisions/using-arc42.md| docs/decisions/usecase-scope.md
https://github.com/SmartBear/git-en-boite.git,1,16,doc/adr,doc/adr/0008-hexagonal-architecture.md| doc/adr/0009-prefer-dugite-over-raw-git-commands-in-tests.md| doc/adr/0016-handle-concurrent-git-operations| doc/adr/0012-background-git-operations.md| doc/adr/0013-separate-worker-process-and-container.md| doc/adr/0015-remove-postgres-for-now.md| doc/adr/0005-use-redis-and-bull-for-background-tasks.md| doc/adr/0006-use-bare-git-repos.md| doc/adr/0004-use-npm-instead-of-yarn.md| doc/adr/0003-use-typeorm-with-postgres.md| doc/adr/0007-use-yarn-workspaces-instead-of-lerna.md| doc/adr/0011-remove-task-scheduler-for-now.md| doc/adr/0010-use-command-query-based-api-for-git-repos.md| doc/adr/0002-copy-source-code-and-tests-into-docker-container.md| doc/adr/0001-record-architecture-decisions.md| doc/adr/0014-always-use-value-objects-in-the-core.md
https://github.com/casidiablo/macondo.git,1,7,doc/adr,doc/adr/0006-allow-printing-the-contents-of-the-repositories.md| doc/adr/0002-remove-bootstraped-commands.md| doc/adr/0004-allow-easily-publishing-of-commands-and-repositories.md| doc/adr/0003-remote-repositories-management.md| doc/adr/0007-automatic-aligning-of-user-host-user-for-better-interoperability.md| doc/adr/0005-remove-unnecessary-commands.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/jonathanrohland/tacboard.git,1,3,architecture,architecture/002-Colocating_Frontend_and_Backend| architecture/001-Selectors-and-Reselect.md| architecture/000-Decision-Records.md
https://github.com/byu-oit/devops-tooling-docs.git,1,4,adr,adr/0002-pull-acs-info-out-of-modules.md| adr/0001-discard-component-modules.md| adr/0003-github-action-branch-strategy.md| adr/0000-use-markdown-architectural-decision-records.md
https://github.com/awslabs/aws-sync-routes.git,1,6,docs/adr,docs/adr/0005-uri.md| docs/adr/0003-http-patch-method.md| docs/adr/0006-specificity.md| docs/adr/0002-aws-amplify-cli-toolchain.md| docs/adr/0004-api-key.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/eikek/docspell.git,1,17,website/site/content/docs/dev/adr,website/site/content/docs/dev/adr/0007_convert_html_files.md| website/site/content/docs/dev/adr/0005_job-executor.md| website/site/content/docs/dev/adr/0010_convert_image_files.md| website/site/content/docs/dev/adr/0013_archive_files.md| website/site/content/docs/dev/adr/0011_extract_text.md| website/site/content/docs/dev/adr/0000_use_markdown_architectural_decision_records.md| website/site/content/docs/dev/adr/0001_components.md| website/site/content/docs/dev/adr/0015_convert_pdf_files.md| website/site/content/docs/dev/adr/0016_custom_fields.md| website/site/content/docs/dev/adr/0006_more-file-types.md| website/site/content/docs/dev/adr/0003_encryption.md| website/site/content/docs/dev/adr/0002_component_interaction.md| website/site/content/docs/dev/adr/0004_iso8601vsEpoch.md| website/site/content/docs/dev/adr/0014_fulltext_search_engine.md| website/site/content/docs/dev/adr/0009_convert_office_docs.md| website/site/content/docs/dev/adr/0008_convert_plain_text.md| website/site/content/docs/dev/adr/0012_periodic_tasks.md
https://github.com/DFE-Digital/claim-additional-payments-for-teaching.git,1,12,docs/architecture-decisions,docs/architecture-decisions/0006-use-dependabot-for-dependent-library-vulnerability-checking.md| docs/architecture-decisions/0010-dfe-can-download-claims-data-during-private-beta.md| docs/architecture-decisions/0009-capture-teacher-reference-number.md| docs/architecture-decisions/0003-use-rubocop-for-linting.md| docs/architecture-decisions/0004-deployment-on-heroku.md| docs/architecture-decisions/0005-use-brakeman-for-vulnerability-checking-on-ci.md| docs/architecture-decisions/0002-use-rspec-for-testing.md| docs/architecture-decisions/0012-automate-dqt-integration.md| docs/architecture-decisions/0008-use-govuk-verify-for-claiment-identity-assurance.md| docs/architecture-decisions/0011-payroll-information-to-be-downloaded-directly-by-payroll-provider.md| docs/architecture-decisions/0007-use-dfe-sign-in-for-admin-authentication.md| docs/architecture-decisions/0001-record-architecture-decisions.md
https://github.com/benjspriggs/prayers.git,1,2,docs/architecture,docs/architecture/02.md| docs/architecture/01.md
https://github.com/kframework/kore.git,1,16,design-decisions,design-decisions/2018-09-17-Builtin-Map.md| design-decisions/2018-10-24-And-Not-Exists-Simplification.md| design-decisions/0000-00-00-Template.md| design-decisions/2019-01-14-Function-Evaluation-Simplification.md| design-decisions/2018-07-25 Attributes as patterns.md| design-decisions/2020-02-06-One-Path-Deterministic.md| design-decisions/2018-09-03-Owise-encoding.md| design-decisions/2018-09-20-Decision-Template.md| design-decisions/2018-11-05-Translating-predicates.md| design-decisions/2018-09-25-Hook-Attribute.md| design-decisions/2020-05-02-function-rules.md| design-decisions/2018-11-14-Heating-Cooling-Representation.md| design-decisions/2018-08-16 Repeated Attributes.md| design-decisions/2019-03-20-Ensures-for-Axioms.md| design-decisions/2018-09-18-Substitution-Predicate-Top-Evaluation.md| design-decisions/2020-01-02-Side-conditions-for-predicates.md
https://github.com/18F/piipan.git,1,25,docs/adr,docs/adr/0023-subsystem-unit-testing-strategy.md| docs/adr/0017-securing-event-grid-event-handlers.md| docs/adr/0007-blob-storage-for-bulk-upload.md| docs/adr/0011-use-razor-pages-for-web-apps.md| docs/adr/0013-use-private-links.md| docs/adr/0025-use-windows-operating-system-for-app-service-plans.md| docs/adr/0020-storing-and-converting-time.md| docs/adr/0015-do-not-use-table-storage.md| docs/adr/0003-programming-framework.md| docs/adr/0010-use-bash-for-scripting.md| docs/adr/0002-deployment-platform.md| docs/adr/0006-dashboard-app-platform.md| docs/adr/0019-continue-to-use-net-core-3-1.md| docs/adr/0008-use-xunit-net-for-unit-testing.md| docs/adr/0018-standardize-subsystem-software-architecture.md| docs/adr/0012-use-app-service-authentication-between-subsystems.md| docs/adr/0014-durable-functions-for-bulk-matching.md| docs/adr/0024-standard-approach-to-async-await.md| docs/adr/0009-continue-to-use-net-core-3-1.md| docs/adr/0005-infrastructure-as-code-tool.md| docs/adr/0004-default-database.md| docs/adr/0022-have-one-database-per-state.md| docs/adr/0021-use-recent-bash-version-for-scripting.md| docs/adr/0016-use-json-api-spec-for-apis.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/alphagov/smart-answers.git,1,3,docs/arch,docs/arch/adr-001-removing-smartdown.md| docs/arch/003-testing-flows.md| docs/arch/002-store-responses-in-query-string.md
https://github.com/joelea/hodder.git,1,3,doc/adr,doc/adr/0002-use-docker-compose-v-2.md| doc/adr/0003-use-circle-ci-for-ete-tests.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/dlcs/protagonist.git,1,2,docs/adr,docs/adr/0000-api-project-design.md| docs/adr/0001-composite-handler-design.md
https://github.com/urfonline/frontend.git,1,1,docs/architecture,docs/architecture/001-spa.md
https://github.com/sse-secure-systems/connaisseur.git,1,7,docs/adr,docs/adr/ADR-4_modular.md| docs/adr/ADR-1_bootstrap-sentinel.md| docs/adr/ADR-7_wsgi-server.md| docs/adr/ADR-6_dynamic-config.md| docs/adr/ADR-3_multi_notary_config.md| docs/adr/ADR-2_release-management.md| docs/adr/ADR-5_no-more-bootstrap.md
https://github.com/marain-dotnet/Marain.Tenancy.git,1,3,docs/adr,docs/adr/0003-merging-of-marain-tenancy-and-marain-tenantmanagement.md| docs/adr/0001-synthetic-root-tenant.md| docs/adr/0002-separation-of-read-and-modify.md
https://github.com/CleverCloud/clever-components.git,1,16,docs/adr,docs/adr/adr-0012-hello-prebuilt-storybook.md| docs/adr/adr-0002-how-we-do-i18n.md| docs/adr/adr-0009-how-we-use-the-new-storybook-csf-and-docs-page.md| docs/adr/adr-0007-why-a-text-based-tags-input.md| docs/adr/adr-0004-why-wrap-input-textarea.md| docs/adr/adr-0010-introducing-html-in-i18n-strings.md| docs/adr/adr-0008-why-an-event-called-requestimplicitsubmit.md| docs/adr/adr-0001-why-do-we-wrap-button-clicks.md| docs/adr/adr-0003-why-a-custom-datetime-relative-component.md| docs/adr/adr-0006-why-the-cc-overview-uses-slots.md| docs/adr/adr-0015-introducing-a-custom-wds-plugin-based-on-esbuild.md| docs/adr/adr-0013-replace-gitlab-ci-plus-clever-app-with-simple-object-storage-hosting-for-previews.md| docs/adr/adr-0011-sorting-css-declarations.md| docs/adr/adr-0016-embracing-custom-elements-manifest.md| docs/adr/adr-0005-how-should-we-implement-copy-to-clipboard.md| docs/adr/adr-0014-why-we-internalized-leaflet-heat-and-simpleheat.md
https://github.com/pau2882/nso.aurora.git,1,12,adr,adr/QueuingForNotification.md| adr/MartketPlace.md| adr/Notifier.md| adr/Kiosks-Fridge-customer-vendor-management.md| adr/LoyaltyProgram.md| adr/NumberOfDatabases.md| adr/MultipleQueues.md| adr/SegmentationEngine.md| adr/AsynchronousMessages.md| adr/FaultTolerance.md| adr/MicroserviceDesgin.md| adr/InventoryManager.md
https://github.com/Amsterdam/signals-frontend.git,1,12,docs/adr,docs/adr/0006-forms.md| docs/adr/0004-multi-tenant-architecture.md| docs/adr/0012-bundle-splitting-strategy.md| docs/adr/0010-naming-conventions.md| docs/adr/0008-testing-library.md| docs/adr/0003-application-configuration-setup.md| docs/adr/0007-typescript.md| docs/adr/0005-deploy-setup.md| docs/adr/0009-stop-mocking-fetch-in-tests.md| docs/adr/0011-embedded-application.md| docs/adr/0001-fetching-incidents.md| docs/adr/0002-using-local-state-in-settings-module.md
https://github.com/FoodStandardsAgency/register-a-food-business-front-end.git,1,7,docs/LADR/decisions,docs/LADR/decisions/0002-implement-open-source-govuk-react-components-library.md| docs/LADR/decisions/0006-implement-eslint-with-default-create-react-app-and-prettier-rules-and-scope-for-additional-rules.md| docs/LADR/decisions/0007-switch-from-create-react-app-to-next-js.md| docs/LADR/decisions/0005-implement-yarn-as-a-cli-for-node-package-management.md| docs/LADR/decisions/0003-implement-cssinjs-as-default-approach-to-styling.md| docs/LADR/decisions/0004-use-create-react-app-and-npm-eject-to-create-the-basis-of-the-project-structure.md| docs/LADR/decisions/0001-record-architecture-decisions.md
https://github.com/anurtayev/aspan.git,1,2,doc/adr,doc/adr/0002-aspan-router.md| doc/adr/0001-record-architecture-decisions.md
https://github.com/elifesciences/profiles.git,1,2,adr,adr/0001-proxy-orcids-oauth2-service.md| adr/0002-store-oauth2-clients-in-json.md
https://github.com/ultimate-comparisons/ultimate-comparison-framework.git,1,2,docs/adr,docs/adr/0001-Selection-Framework.md| docs/adr/0000-use-markdown-architectural-decision-records.md
https://github.com/LBHackney-IT/lbh-frontend-react.git,1,13,docs/adr,docs/adr/0011-build-lbh-frontend-and-govuk-frontend-dependencies-into-the-distributables.md| docs/adr/0006-use-jest.md| docs/adr/0008-build-off-lbh-frontend-rather-than-govuk-react.md| docs/adr/0010-use-typedoc-to-generate-api-documentation.md| docs/adr/0012-insulate-importers-of-this-library-from-classes-in-lbh-frontend.md| docs/adr/0002-use-typescript.md| docs/adr/0012-reimplement-gov-uk-frontend-javascript-internally-to-this-library.md| docs/adr/0003-use-rollup-to-build-distributables.md| docs/adr/0005-use-eslint.md| docs/adr/0009-build-a-component-register.md| docs/adr/0007-use-dependabot-to-keep-dependencies-up-to-date.md| docs/adr/0004-use-prettier-to-format-code.md| docs/adr/0001-record-architecture-decisions.md
https://github.com/dericcain/oauth-spike.git,1,3,docs/adrs,docs/adrs/adr-03-prettier.md| docs/adrs/adr-02-typescript.md| docs/adrs/adr-01-rollup.md
https://github.com/xebia-france/xebikart-dashboard.git,1,1,doc/adr,doc/adr/001-use-SSE-as-exchange-data-technology-between-back-and-front.md
https://github.com/princesslana/ErisCasper-Data.git,1,3,docs/arch,docs/arch/adr-002.md| docs/arch/adr-003.md| docs/arch/adr-001.md
https://github.com/cbinsights/form-design-system.git,1,9,adr,adr/components_ignore_classnames.md| adr/remove_mui_theme.md| adr/deprecated/zindex-values.md| adr/record_architecture_decisions.md| adr/relative_spacing.md| adr/reasonable_utility_classes.md| adr/zindex-values.md| adr/file_organization.md| adr/avoid_spread_props.md
https://github.com/AbhishekJoshi/ionic-dummy-repo.git,1,1,@docs/adr,@docs/adr/ADR-001.md
https://github.com/TallerWebSolutions/adr.git,1,2,adr,adr/0002-typescript-for-programming-language.md| adr/0001-prettier-for-code-formatting.md
https://github.com/thingful/decodeweb.git,1,4,app/adr,app/adr/0003-store-configuration-into-local-storage.md| app/adr/0004-sendloginfrombackend.md| app/adr/0002-use-vue-for-front-end.md| app/adr/0001-record-architecture-decisions.md
https://github.com/thi-ng/umbrella.git,1,3,packages/hdom-components/adr,packages/hdom-components/adr/0003-component-configuration-via-context.md| packages/hdom-components/adr/0002-component-configuration.md| packages/hdom-components/adr/0001-record-architecture-decisions.md
https://github.com/xmlking/grpc-starter-kit.git,1,2,docs/adr,docs/adr/timestamp-format.md| docs/adr/monorepo-vs-multirepo.md
https://github.com/stemlaur/anki.git,1,2,doc/architecture,doc/architecture/adr-001-use-adrs.md| doc/architecture/adr-002-domain-layer.md
https://github.com/adr/adr-manager.git,1,5,docs/adr,docs/adr/0004-implement-a-global-store.md| docs/adr/0003-use-pizzly-as-backend.md| docs/adr/0001-use-vue.js.md| docs/adr/0002-use-antlr-for-parsing-adrs.md| docs/adr/0000-use-markdown-architectural-decision-records.md
https://github.com/nicoespeon/vscode-slides.git,1,2,adrs,adrs/0002-no-integration-test.md| adrs/0001-record-architecture-decisions.md
